lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_rms.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_decrease.mean,lowlevel.spectral_centroid.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.mean
0.04,195.18,0.00,675.19,11.19,1370540.25,0.00,504.62,6.56,-0.47,-0.67,-0.58,-0.69,-0.85,-0.88,-8.79,-7.33,-8.62,-10.73,-11.97,-13.81,0.25
0.04,175.31,0.00,668.49,10.80,1786565.13,0.00,491.80,6.36,-0.47,-0.67,-0.59,-0.70,-0.85,-0.89,-8.80,-7.35,-8.69,-10.68,-11.87,-13.60,0.24
0.04,188.57,0.00,667.05,10.90,1875851.75,0.00,501.39,6.18,-0.48,-0.66,-0.59,-0.71,-0.85,-0.88,-8.81,-7.36,-8.67,-10.63,-11.76,-13.68,0.26
0.04,167.92,0.00,657.96,10.59,1782697.13,0.00,499.90,6.22,-0.48,-0.65,-0.60,-0.72,-0.86,-0.88,-8.84,-7.38,-8.69,-10.63,-11.71,-13.54,0.26
0.04,176.43,0.00,644.56,10.81,1970505.25,0.00,490.19,6.07,-0.48,-0.65,-0.59,-0.72,-0.86,-0.88,-8.86,-7.34,-8.74,-10.68,-11.69,-13.59,0.26
0.04,173.52,0.00,658.44,10.72,1545247.50,0.00,491.29,5.78,-0.48,-0.64,-0.59,-0.72,-0.87,-0.88,-8.92,-7.44,-8.86,-10.81,-11.75,-13.71,0.25
0.04,165.08,0.00,650.30,10.56,1870402.50,0.00,471.57,6.18,-0.47,-0.63,-0.58,-0.72,-0.86,-0.87,-8.84,-7.28,-8.87,-10.66,-11.54,-13.47,0.25
0.05,166.74,0.00,654.61,10.44,1959031.88,0.00,479.58,6.67,-0.47,-0.63,-0.58,-0.72,-0.86,-0.87,-8.71,-7.12,-8.74,-10.55,-11.39,-13.38,0.25
0.05,163.89,0.00,646.95,10.43,1530418.88,0.00,469.76,6.91,-0.47,-0.62,-0.59,-0.71,-0.85,-0.87,-8.77,-7.09,-8.76,-10.63,-11.45,-13.42,0.26
0.04,157.86,0.00,640.25,10.11,1444152.75,0.00,469.12,7.02,-0.48,-0.60,-0.59,-0.70,-0.85,-0.87,-8.71,-7.16,-8.83,-10.61,-11.39,-13.42,0.26
0.04,153.31,0.00,636.43,10.05,1731964.13,0.00,487.25,7.16,-0.51,-0.60,-0.59,-0.70,-0.85,-0.87,-8.63,-7.12,-8.87,-10.57,-11.34,-13.35,0.29
0.04,148.49,0.00,640.25,9.78,1892593.25,0.00,496.16,7.73,-0.51,-0.58,-0.57,-0.69,-0.85,-0.87,-8.45,-7.06,-8.87,-10.47,-11.19,-13.21,0.29
0.05,139.81,0.00,626.86,9.50,2161602.50,0.00,490.98,7.33,-0.53,-0.58,-0.58,-0.71,-0.86,-0.87,-8.45,-7.13,-8.89,-10.40,-11.11,-13.10,0.30
0.04,135.09,0.00,623.98,9.36,2302916.50,0.00,482.98,7.36,-0.55,-0.58,-0.58,-0.71,-0.86,-0.86,-8.40,-7.12,-8.95,-10.36,-11.07,-13.05,0.32
0.05,131.24,0.01,578.05,9.23,2090705.38,0.00,476.87,7.56,-0.57,-0.57,-0.57,-0.71,-0.87,-0.86,-8.25,-7.06,-9.00,-10.32,-11.00,-12.99,0.32
0.04,129.11,0.00,562.26,9.33,1651160.38,0.00,463.63,7.24,-0.62,-0.55,-0.58,-0.72,-0.87,-0.86,-8.15,-7.19,-9.14,-10.40,-11.07,-13.06,0.34
0.04,128.15,0.00,543.59,9.29,2364591.00,0.00,475.15,6.29,-0.64,-0.54,-0.59,-0.73,-0.87,-0.86,-8.36,-7.32,-9.27,-10.46,-11.10,-13.09,0.35
0.04,124.74,0.00,523.02,9.29,2131053.75,0.00,466.62,5.96,-0.67,-0.53,-0.60,-0.74,-0.87,-0.86,-8.31,-7.41,-9.29,-10.52,-11.15,-13.12,0.35
0.05,128.30,0.01,494.79,9.43,1849496.00,0.00,445.38,7.22,-0.69,-0.49,-0.60,-0.75,-0.88,-0.86,-8.00,-7.28,-9.15,-10.31,-10.89,-12.88,0.35
0.05,131.65,0.01,479.47,9.67,2012401.13,0.00,438.14,6.58,-0.71,-0.49,-0.62,-0.76,-0.88,-0.87,-8.08,-7.31,-9.22,-10.36,-10.93,-12.90,0.35
0.04,137.54,0.00,464.16,9.88,1726203.25,0.00,419.66,4.42,-0.73,-0.52,-0.65,-0.78,-0.88,-0.87,-8.52,-7.71,-9.70,-10.85,-11.49,-13.44,0.33
0.04,146.06,0.00,461.29,10.05,1814873.13,0.00,407.89,4.53,-0.73,-0.51,-0.66,-0.78,-0.88,-0.87,-8.51,-7.62,-9.61,-10.80,-11.49,-13.46,0.31
0.04,158.14,0.00,434.97,10.54,1789508.25,0.00,385.15,4.84,-0.74,-0.50,-0.66,-0.78,-0.87,-0.87,-8.43,-7.45,-9.58,-10.78,-11.49,-13.41,0.31
0.04,164.14,0.00,442.15,10.73,1955725.88,0.00,377.74,5.00,-0.74,-0.49,-0.67,-0.78,-0.87,-0.87,-8.38,-7.42,-9.56,-10.77,-11.50,-13.38,0.30
0.04,181.48,0.00,449.80,11.29,2040366.63,0.00,377.20,4.73,-0.71,-0.49,-0.67,-0.78,-0.87,-0.88,-8.45,-7.43,-9.54,-10.84,-11.58,-13.44,0.30
0.04,191.46,0.00,445.02,11.65,1494871.25,0.00,379.84,5.02,-0.67,-0.49,-0.66,-0.78,-0.86,-0.88,-8.57,-7.38,-9.56,-10.87,-11.67,-13.49,0.29
0.04,195.13,0.00,440.23,11.72,1870037.00,0.00,378.13,5.44,-0.65,-0.50,-0.66,-0.77,-0.86,-0.88,-8.53,-7.32,-9.57,-10.89,-11.69,-13.47,0.29
0.04,203.97,0.01,465.60,11.96,1967208.00,0.00,376.42,5.84,-0.62,-0.51,-0.67,-0.77,-0.86,-0.88,-8.54,-7.17,-9.43,-10.76,-11.63,-13.41,0.30
0.05,211.30,0.01,450.28,12.09,1663222.75,0.00,366.90,6.53,-0.58,-0.52,-0.66,-0.76,-0.85,-0.88,-8.56,-6.98,-9.37,-10.75,-11.67,-13.42,0.31
0.05,217.06,0.01,448.37,12.13,2023078.38,0.00,372.04,7.22,-0.55,-0.54,-0.66,-0.75,-0.85,-0.88,-8.54,-6.80,-9.25,-10.70,-11.64,-13.41,0.31
0.05,221.96,0.01,475.17,12.37,1504966.75,0.00,361.66,7.49,-0.53,-0.55,-0.65,-0.74,-0.85,-0.88,-8.51,-6.77,-9.31,-10.75,-11.67,-13.42,0.32
0.05,226.20,0.01,418.70,12.64,1144854.88,0.00,338.79,7.98,-0.51,-0.55,-0.66,-0.73,-0.85,-0.88,-8.40,-6.73,-9.25,-10.79,-11.72,-13.47,0.34
0.05,226.27,0.01,408.17,12.55,1390261.00,0.00,338.76,8.38,-0.49,-0.56,-0.66,-0.73,-0.85,-0.88,-8.36,-6.71,-9.20,-10.72,-11.68,-13.41,0.36
0.04,219.25,0.00,413.92,12.34,2056303.63,0.00,348.32,8.18,-0.47,-0.58,-0.66,-0.73,-0.86,-0.88,-8.48,-6.75,-9.31,-10.80,-11.73,-13.43,0.37
0.05,213.66,0.01,391.90,12.07,1634430.38,0.00,335.68,8.93,-0.47,-0.59,-0.66,-0.72,-0.86,-0.88,-8.29,-6.57,-9.15,-10.70,-11.63,-13.37,0.38
0.05,206.21,0.01,412.96,11.78,1379971.63,0.00,342.76,9.07,-0.47,-0.61,-0.66,-0.72,-0.86,-0.88,-8.27,-6.49,-9.01,-10.67,-11.65,-13.40,0.39
0.05,210.78,0.00,454.59,11.86,1617109.75,0.00,366.01,8.44,-0.49,-0.63,-0.67,-0.72,-0.86,-0.88,-8.50,-6.62,-9.05,-10.84,-11.86,-13.63,0.38
0.05,202.71,0.00,495.74,11.55,1986648.88,0.00,383.12,8.27,-0.49,-0.64,-0.67,-0.71,-0.85,-0.88,-8.48,-6.60,-8.98,-10.74,-11.78,-13.54,0.38
0.05,204.48,0.00,481.39,11.60,1795998.88,0.00,395.60,8.27,-0.49,-0.65,-0.66,-0.70,-0.84,-0.88,-8.43,-6.56,-8.87,-10.75,-11.80,-13.60,0.37
0.05,187.66,0.00,502.92,11.17,1867372.13,0.00,394.20,8.27,-0.49,-0.66,-0.66,-0.70,-0.84,-0.88,-8.42,-6.51,-8.83,-10.69,-11.74,-13.52,0.36
0.05,182.41,0.00,518.71,11.01,1507738.25,0.00,389.50,8.11,-0.49,-0.67,-0.66,-0.69,-0.83,-0.88,-8.46,-6.59,-8.85,-10.77,-11.83,-13.60,0.35
0.04,186.19,0.00,561.30,11.11,1621507.38,0.00,416.54,6.84,-0.49,-0.70,-0.65,-0.70,-0.83,-0.88,-8.94,-6.87,-9.04,-10.97,-12.13,-13.92,0.33
0.04,185.21,0.00,586.18,11.00,1737501.50,0.00,437.90,7.11,-0.49,-0.70,-0.64,-0.70,-0.83,-0.88,-8.92,-6.84,-8.91,-10.85,-12.03,-13.85,0.33
0.04,189.14,0.00,621.11,10.96,1744224.50,0.00,464.66,7.38,-0.48,-0.69,-0.62,-0.70,-0.83,-0.88,-8.92,-6.83,-8.76,-10.69,-11.90,-13.78,0.32
0.04,183.85,0.00,671.84,10.88,2047548.50,0.00,483.52,7.20,-0.47,-0.69,-0.60,-0.70,-0.83,-0.88,-8.99,-6.85,-8.71,-10.60,-11.83,-13.66,0.30
0.05,181.22,0.00,672.31,11.00,1643571.00,0.00,491.85,7.33,-0.47,-0.68,-0.58,-0.70,-0.83,-0.89,-9.00,-6.85,-8.65,-10.52,-11.79,-13.59,0.30
0.04,181.63,0.00,672.31,10.56,1999012.63,0.00,487.58,7.36,-0.46,-0.68,-0.57,-0.70,-0.83,-0.88,-8.97,-6.84,-8.68,-10.46,-11.68,-13.61,0.30
0.04,171.51,0.00,669.44,10.70,1428240.13,0.00,456.40,7.00,-0.45,-0.68,-0.58,-0.71,-0.84,-0.88,-9.01,-6.87,-8.75,-10.49,-11.73,-13.59,0.30
0.04,173.50,0.00,661.79,10.42,1965915.38,0.00,472.94,6.60,-0.47,-0.68,-0.59,-0.72,-0.85,-0.88,-9.12,-7.03,-8.84,-10.56,-11.76,-13.73,0.29
0.04,165.67,0.00,650.30,10.53,1439332.25,0.00,459.55,5.98,-0.47,-0.67,-0.59,-0.73,-0.86,-0.88,-9.25,-7.14,-9.00,-10.70,-11.86,-13.75,0.28
0.04,179.46,0.00,641.21,10.77,1576744.00,0.00,465.36,6.04,-0.48,-0.67,-0.59,-0.73,-0.86,-0.88,-9.15,-7.13,-8.98,-10.66,-11.82,-13.81,0.27
0.04,177.17,0.00,637.38,10.85,1989097.38,0.00,451.33,6.18,-0.47,-0.66,-0.58,-0.74,-0.87,-0.88,-9.08,-7.14,-8.99,-10.59,-11.67,-13.60,0.28
0.04,169.86,0.00,615.37,10.72,1918659.25,0.00,435.42,6.40,-0.47,-0.65,-0.58,-0.73,-0.87,-0.88,-8.99,-7.18,-9.04,-10.61,-11.62,-13.57,0.28
0.04,168.49,0.00,610.59,10.42,1558728.75,0.00,420.71,7.11,-0.45,-0.64,-0.57,-0.73,-0.87,-0.87,-8.83,-7.02,-8.94,-10.46,-11.45,-13.47,0.27
0.04,157.45,0.00,608.19,10.22,1736337.13,0.00,401.85,7.24,-0.44,-0.65,-0.58,-0.73,-0.87,-0.87,-8.74,-7.00,-8.92,-10.42,-11.34,-13.34,0.28
0.05,152.60,0.00,609.63,10.04,1202830.38,0.00,393.52,7.31,-0.45,-0.65,-0.59,-0.73,-0.86,-0.87,-8.67,-7.02,-8.90,-10.46,-11.37,-13.42,0.28
0.05,160.54,0.00,614.41,10.31,1369962.88,0.00,406.27,7.71,-0.46,-0.65,-0.59,-0.73,-0.86,-0.87,-8.55,-6.93,-8.71,-10.39,-11.32,-13.38,0.29
0.05,152.78,0.00,642.65,10.00,1537373.50,0.00,426.73,8.18,-0.47,-0.65,-0.60,-0.73,-0.85,-0.87,-8.55,-6.87,-8.62,-10.40,-11.27,-13.31,0.29
0.05,146.96,0.00,662.27,9.78,1938575.63,0.00,446.19,8.58,-0.47,-0.65,-0.59,-0.74,-0.85,-0.87,-8.49,-6.80,-8.50,-10.29,-11.12,-13.15,0.29
0.05,143.88,0.00,667.53,9.78,1407482.25,0.00,441.18,8.51,-0.49,-0.66,-0.59,-0.75,-0.85,-0.87,-8.42,-6.82,-8.55,-10.37,-11.22,-13.20,0.30
0.04,137.45,0.00,674.23,9.57,1518364.63,0.00,434.10,8.13,-0.50,-0.67,-0.59,-0.76,-0.86,-0.87,-8.48,-6.92,-8.64,-10.45,-11.24,-13.21,0.31
0.04,132.95,0.00,675.73,9.52,1206472.75,0.00,445.80,7.93,-0.51,-0.67,-0.60,-0.76,-0.86,-0.87,-8.47,-6.89,-8.58,-10.48,-11.24,-13.20,0.32
0.04,125.13,0.00,711.73,9.10,1115273.38,0.00,462.88,7.74,-0.53,-0.68,-0.61,-0.77,-0.86,-0.87,-8.47,-6.87,-8.58,-10.54,-11.30,-13.29,0.33
0.04,120.90,0.00,720.73,8.97,1431195.00,0.00,487.41,7.65,-0.54,-0.68,-0.62,-0.78,-0.86,-0.87,-8.56,-6.88,-8.48,-10.48,-11.25,-13.21,0.34
0.05,114.97,0.00,724.95,8.72,1345295.50,0.00,495.58,7.40,-0.56,-0.68,-0.63,-0.78,-0.85,-0.87,-8.49,-6.82,-8.42,-10.53,-11.31,-13.30,0.34
0.05,119.01,0.00,732.96,8.94,1449556.88,0.00,519.58,7.42,-0.57,-0.68,-0.64,-0.80,-0.86,-0.87,-8.50,-6.73,-8.30,-10.46,-11.21,-13.16,0.36
0.05,107.44,0.00,729.19,8.52,1798639.25,0.00,514.95,7.32,-0.57,-0.68,-0.64,-0.80,-0.86,-0.87,-8.50,-6.68,-8.33,-10.44,-11.13,-13.04,0.35
0.07,95.38,0.00,712.99,8.09,1491870.00,0.00,498.14,8.50,-0.56,-0.67,-0.63,-0.80,-0.86,-0.87,-8.02,-6.35,-8.04,-10.15,-10.80,-12.71,0.34
0.10,90.15,0.01,695.21,7.78,2021684.25,0.00,486.67,8.93,-0.55,-0.66,-0.65,-0.81,-0.87,-0.86,-7.70,-6.17,-7.79,-9.77,-10.39,-12.23,0.33
0.11,73.04,0.01,646.00,7.00,4056288.75,0.00,444.65,8.90,-0.56,-0.69,-0.67,-0.83,-0.88,-0.87,-7.60,-6.10,-7.86,-9.63,-10.14,-11.88,0.32
0.14,41.17,0.01,656.76,5.27,6444120.00,0.00,455.46,8.83,-0.62,-0.74,-0.75,-0.86,-0.89,-0.87,-7.42,-6.19,-7.65,-9.38,-9.92,-11.63,0.32
0.08,3.90,0.00,2529.91,1.50,5169635.00,0.00,1877.33,27.76,-0.64,-0.73,-0.76,-0.76,-0.78,-0.76,-8.13,-6.29,-7.14,-7.32,-7.06,-9.57,0.46
0.07,4.18,0.00,2399.28,1.54,4884091.50,0.00,1828.46,24.93,-0.65,-0.73,-0.76,-0.75,-0.77,-0.76,-8.19,-6.40,-7.26,-7.42,-7.22,-9.78,0.46
0.07,4.20,0.00,2213.13,1.57,5008388.00,0.00,1749.67,26.44,-0.65,-0.72,-0.75,-0.74,-0.77,-0.75,-8.15,-6.24,-7.13,-7.34,-7.19,-9.75,0.46
0.08,4.31,0.00,2069.58,1.60,5225809.50,0.00,1670.47,26.93,-0.65,-0.71,-0.73,-0.72,-0.76,-0.75,-7.91,-6.19,-7.06,-7.30,-7.17,-9.69,0.45
0.09,4.55,0.01,1902.58,1.66,5213622.00,0.00,1573.88,26.87,-0.65,-0.69,-0.72,-0.71,-0.76,-0.75,-7.80,-6.11,-7.03,-7.28,-7.14,-9.68,0.45
0.09,4.72,0.01,1770.51,1.69,5231803.50,0.00,1481.71,24.93,-0.65,-0.68,-0.72,-0.71,-0.76,-0.76,-7.73,-6.13,-7.05,-7.30,-7.24,-9.76,0.44
0.08,5.03,0.01,1695.86,1.74,5278998.00,0.00,1408.98,23.42,-0.66,-0.67,-0.72,-0.71,-0.76,-0.76,-7.70,-6.18,-7.11,-7.34,-7.34,-9.87,0.44
0.08,5.35,0.01,1791.08,1.79,4865207.50,0.00,1364.32,22.67,-0.67,-0.68,-0.73,-0.71,-0.76,-0.76,-7.56,-6.18,-7.08,-7.36,-7.40,-9.86,0.44
0.09,5.31,0.01,1682.94,1.81,4986051.00,0.00,1366.72,23.09,-0.68,-0.69,-0.74,-0.73,-0.77,-0.77,-7.47,-6.08,-6.97,-7.29,-7.34,-9.77,0.44
0.09,4.96,0.00,1669.54,1.77,4991498.50,0.00,1370.17,23.49,-0.69,-0.69,-0.74,-0.73,-0.77,-0.77,-7.54,-6.10,-6.93,-7.30,-7.34,-9.74,0.44
0.09,5.15,0.01,1751.37,1.77,5223610.50,0.00,1424.69,26.64,-0.67,-0.70,-0.74,-0.74,-0.77,-0.77,-7.71,-5.96,-6.80,-7.12,-7.18,-9.58,0.45
0.09,4.85,0.01,1782.95,1.73,5253074.00,0.00,1430.17,27.24,-0.66,-0.70,-0.74,-0.75,-0.78,-0.77,-7.84,-5.96,-6.75,-7.10,-7.11,-9.55,0.44
0.10,5.06,0.01,1823.14,1.75,5076781.50,0.00,1435.06,29.04,-0.65,-0.70,-0.73,-0.76,-0.78,-0.77,-7.94,-5.95,-6.70,-7.04,-7.05,-9.47,0.44
0.10,4.79,0.01,1811.66,1.71,5148501.50,0.00,1441.92,30.09,-0.65,-0.71,-0.73,-0.77,-0.79,-0.77,-8.02,-5.93,-6.64,-6.98,-7.00,-9.45,0.44
0.09,4.83,0.00,1806.40,1.68,4895696.50,0.00,1465.04,30.42,-0.65,-0.72,-0.74,-0.78,-0.79,-0.77,-8.11,-5.94,-6.58,-7.01,-6.98,-9.51,0.44
0.09,4.39,0.00,1859.03,1.63,4906480.50,0.00,1490.38,31.56,-0.65,-0.73,-0.74,-0.79,-0.79,-0.77,-8.11,-5.89,-6.54,-6.95,-6.91,-9.47,0.44
0.09,4.28,0.01,1861.43,1.62,5382974.50,0.00,1515.48,32.49,-0.64,-0.74,-0.74,-0.79,-0.79,-0.77,-8.15,-5.83,-6.50,-6.93,-6.85,-9.34,0.45
0.10,4.27,0.01,1834.63,1.62,5526757.00,0.00,1510.16,33.40,-0.64,-0.74,-0.74,-0.80,-0.80,-0.77,-8.04,-5.76,-6.36,-6.87,-6.78,-9.25,0.46
0.11,4.12,0.01,1763.81,1.59,5521920.00,0.00,1494.71,34.73,-0.63,-0.74,-0.73,-0.79,-0.79,-0.77,-7.94,-5.68,-6.34,-6.82,-6.74,-9.24,0.46
0.11,4.90,0.01,1660.93,1.69,4580012.50,0.00,1432.25,34.78,-0.63,-0.73,-0.72,-0.79,-0.79,-0.77,-7.79,-5.71,-6.34,-6.81,-6.78,-9.39,0.45
0.10,4.66,0.01,1646.57,1.65,5280562.00,0.00,1421.60,33.29,-0.64,-0.72,-0.73,-0.79,-0.79,-0.77,-7.70,-5.82,-6.35,-6.86,-6.82,-9.45,0.45
0.10,5.18,0.01,1493.93,1.74,4461349.00,0.00,1346.08,31.13,-0.65,-0.72,-0.73,-0.79,-0.79,-0.77,-7.65,-5.89,-6.41,-6.94,-6.94,-9.61,0.45
0.10,5.18,0.01,1455.17,1.77,4459922.50,0.00,1308.48,30.47,-0.65,-0.72,-0.74,-0.79,-0.79,-0.77,-7.51,-5.95,-6.41,-6.97,-7.03,-9.66,0.45
0.09,5.29,0.01,1367.12,1.81,4724050.50,0.00,1271.75,28.20,-0.67,-0.73,-0.74,-0.79,-0.79,-0.78,-7.45,-6.00,-6.48,-7.05,-7.12,-9.77,0.45
0.08,5.74,0.00,1366.64,1.88,4829357.00,0.00,1253.95,25.53,-0.68,-0.74,-0.75,-0.80,-0.80,-0.78,-7.42,-6.06,-6.58,-7.13,-7.24,-9.89,0.45
0.08,5.46,0.00,1398.70,1.86,4815411.00,0.00,1249.06,23.13,-0.69,-0.74,-0.76,-0.80,-0.80,-0.79,-7.37,-6.15,-6.67,-7.25,-7.37,-9.95,0.46
0.08,5.64,0.00,1397.27,1.90,5137383.00,0.00,1227.87,22.84,-0.69,-0.75,-0.77,-0.80,-0.80,-0.79,-7.26,-6.09,-6.67,-7.22,-7.36,-9.84,0.46
0.08,5.31,0.00,1450.86,1.85,5341322.00,0.00,1261.27,22.02,-0.68,-0.75,-0.77,-0.80,-0.81,-0.80,-7.39,-6.18,-6.71,-7.26,-7.38,-9.83,0.46
0.06,5.03,0.00,1491.05,1.81,5354536.00,0.00,1272.99,18.87,-0.67,-0.76,-0.78,-0.80,-0.81,-0.80,-7.68,-6.40,-6.92,-7.44,-7.55,-9.98,0.46
0.07,4.96,0.00,1532.69,1.77,5048801.50,0.00,1315.89,19.93,-0.65,-0.75,-0.77,-0.80,-0.80,-0.80,-7.82,-6.43,-6.92,-7.42,-7.51,-9.92,0.46
0.07,4.55,0.00,1534.12,1.73,5621296.50,0.00,1337.51,20.33,-0.64,-0.75,-0.76,-0.79,-0.80,-0.79,-7.96,-6.48,-6.95,-7.44,-7.47,-9.83,0.45
0.06,4.71,0.00,1592.02,1.73,5257374.00,0.00,1384.00,19.82,-0.63,-0.74,-0.76,-0.78,-0.80,-0.79,-8.14,-6.60,-7.07,-7.49,-7.47,-9.85,0.45
0.06,4.46,0.00,1523.59,1.70,5511739.50,0.00,1335.10,21.47,-0.61,-0.72,-0.75,-0.77,-0.79,-0.79,-8.11,-6.52,-7.03,-7.44,-7.42,-9.78,0.45
0.07,4.41,0.00,1548.48,1.67,5234961.00,0.00,1353.28,22.44,-0.58,-0.71,-0.73,-0.76,-0.79,-0.78,-8.25,-6.51,-7.03,-7.41,-7.35,-9.73,0.44
0.06,4.33,0.00,1636.05,1.65,5663429.00,0.00,1395.96,23.13,-0.56,-0.70,-0.72,-0.75,-0.78,-0.78,-8.38,-6.56,-7.03,-7.42,-7.31,-9.64,0.44
0.07,4.27,0.00,1599.20,1.64,5509217.50,0.00,1357.79,24.27,-0.56,-0.69,-0.71,-0.74,-0.78,-0.77,-8.26,-6.48,-7.04,-7.38,-7.26,-9.58,0.44
0.07,4.38,0.01,1544.65,1.63,4862957.00,0.00,1360.85,25.69,-0.55,-0.69,-0.70,-0.73,-0.77,-0.77,-8.17,-6.42,-6.96,-7.33,-7.16,-9.57,0.44
0.07,4.34,0.01,1507.32,1.64,5498208.50,0.00,1370.95,25.91,-0.56,-0.68,-0.69,-0.73,-0.77,-0.76,-8.06,-6.42,-6.96,-7.32,-7.22,-9.63,0.43
0.07,4.68,0.01,1446.55,1.68,4591777.50,0.00,1326.95,25.58,-0.57,-0.68,-0.68,-0.73,-0.76,-0.76,-7.98,-6.41,-7.00,-7.37,-7.28,-9.79,0.43
0.07,4.91,0.01,1457.08,1.73,4717573.00,0.00,1347.00,24.58,-0.60,-0.68,-0.68,-0.73,-0.76,-0.76,-7.82,-6.42,-7.05,-7.40,-7.35,-9.86,0.43
0.07,5.05,0.00,1502.54,1.75,4956600.00,0.00,1381.96,23.78,-0.62,-0.69,-0.69,-0.73,-0.76,-0.76,-7.77,-6.43,-7.04,-7.44,-7.43,-9.91,0.43
0.07,5.03,0.00,1565.22,1.76,5052601.00,0.00,1404.51,22.76,-0.63,-0.70,-0.69,-0.73,-0.76,-0.76,-7.73,-6.47,-7.13,-7.49,-7.50,-9.99,0.44
0.07,4.93,0.00,1508.28,1.76,5229646.00,0.00,1370.95,23.60,-0.64,-0.71,-0.69,-0.74,-0.76,-0.76,-7.59,-6.35,-7.07,-7.43,-7.49,-9.94,0.43
0.07,5.10,0.00,1528.38,1.80,5069621.50,0.00,1348.32,22.64,-0.65,-0.71,-0.70,-0.74,-0.76,-0.77,-7.46,-6.40,-7.04,-7.44,-7.56,-9.96,0.43
0.07,4.72,0.00,1916.45,1.75,5560389.50,0.00,1435.24,21.73,-0.67,-0.72,-0.71,-0.76,-0.77,-0.77,-7.43,-6.42,-7.07,-7.42,-7.54,-9.87,0.44
0.07,4.92,0.00,2110.73,1.77,5577443.00,0.00,1492.62,22.18,-0.68,-0.73,-0.71,-0.77,-0.77,-0.77,-7.59,-6.43,-7.04,-7.39,-7.50,-9.79,0.44
0.07,4.52,0.00,2298.79,1.70,5551378.00,0.00,1601.33,22.71,-0.68,-0.73,-0.72,-0.78,-0.77,-0.77,-7.66,-6.47,-7.07,-7.41,-7.45,-9.76,0.45
0.07,4.63,0.00,2354.78,1.68,5414323.00,0.00,1635.43,23.56,-0.67,-0.73,-0.73,-0.79,-0.78,-0.77,-7.91,-6.48,-7.05,-7.36,-7.40,-9.72,0.45
0.07,4.24,0.00,2556.71,1.62,5808756.00,0.00,1733.15,24.89,-0.67,-0.73,-0.73,-0.79,-0.78,-0.78,-7.95,-6.53,-7.02,-7.33,-7.30,-9.59,0.45
0.07,4.03,0.00,2741.42,1.57,5546987.50,0.00,1845.94,28.78,-0.65,-0.73,-0.74,-0.80,-0.79,-0.77,-8.00,-6.46,-6.90,-7.17,-7.08,-9.42,0.46
0.08,3.84,0.00,2740.46,1.52,5342234.00,0.00,1845.69,29.89,-0.65,-0.72,-0.74,-0.80,-0.79,-0.77,-8.11,-6.46,-6.82,-7.11,-7.02,-9.40,0.46
0.08,3.64,0.00,2712.71,1.49,5739190.50,0.00,1831.61,31.36,-0.64,-0.73,-0.75,-0.80,-0.79,-0.77,-8.20,-6.33,-6.72,-7.06,-6.92,-9.32,0.46
0.08,3.71,0.00,2811.28,1.48,5289308.50,0.00,1881.98,33.80,-0.63,-0.73,-0.75,-0.81,-0.79,-0.77,-8.26,-6.26,-6.61,-6.98,-6.82,-9.27,0.46
0.09,3.79,0.00,2730.89,1.51,5587021.00,0.00,1832.21,34.96,-0.63,-0.73,-0.76,-0.81,-0.80,-0.77,-8.08,-6.18,-6.48,-6.89,-6.76,-9.20,0.46
0.09,3.79,0.00,2696.91,1.50,5407305.50,0.00,1822.75,35.87,-0.64,-0.74,-0.77,-0.81,-0.80,-0.77,-7.99,-6.10,-6.43,-6.83,-6.74,-9.19,0.47
0.09,3.97,0.00,2400.23,1.52,5138106.00,0.00,1771.77,36.33,-0.63,-0.74,-0.76,-0.81,-0.80,-0.76,-7.91,-6.02,-6.38,-6.79,-6.71,-9.27,0.47
0.09,4.27,0.01,2148.06,1.57,5142894.50,0.00,1656.01,35.53,-0.64,-0.74,-0.77,-0.80,-0.80,-0.76,-7.74,-5.93,-6.37,-6.81,-6.77,-9.37,0.47
0.09,4.18,0.01,1970.53,1.59,5184252.50,0.00,1568.64,33.93,-0.65,-0.74,-0.77,-0.80,-0.80,-0.76,-7.62,-5.93,-6.40,-6.83,-6.83,-9.47,0.47
0.10,4.88,0.01,1772.42,1.70,4731795.50,0.00,1470.58,33.02,-0.65,-0.74,-0.78,-0.80,-0.80,-0.77,-7.47,-5.92,-6.37,-6.81,-6.90,-9.54,0.47
0.10,4.75,0.01,1590.11,1.71,5386927.50,0.00,1391.26,32.84,-0.65,-0.74,-0.78,-0.79,-0.80,-0.77,-7.35,-5.83,-6.32,-6.83,-6.92,-9.53,0.47
